total_points,total_duration,difficulty_1,difficulty_2,difficulty_3,valid
0,38,27,10,12,1
7,47,16,31,24,0
11,10,26,58,6,0
6,26,20,1,14,1
10,1,5,20,21,0
1,39,39,19,10,0
24,38,14,27,25,0
17,35,36,32,17,0
14,27,31,59,29,0
2,35,35,39,27,0
24,50,6,2,30,0
13,21,35,22,11,0
23,44,18,0,16,0
16,46,14,53,22,0
30,18,6,1,24,0
1,38,12,44,14,1
7,0,11,5,10,1
17,39,39,16,23,0
28,12,0,35,5,0
23,6,14,34,12,0
2,11,37,5,3,0
11,39,31,31,0,0
5,43,16,52,22,0
20,19,4,44,10,1
18,15,35,12,1,0
24,19,14,7,28,0
7,55,16,41,7,0
13,40,27,19,5,1
11,20,12,30,1,1
8,29,30,55,23,0
20,49,7,45,19,0
24,45,1,31,24,0
27,36,34,49,27,0
29,34,32,38,14,0
8,39,7,43,17,1
16,6,4,41,2,1
1,23,29,16,23,0
19,4,23,51,9,0
22,52,5,13,23,0
8,14,13,51,22,0
28,1,1,15,24,0
13,27,11,51,3,0
18,3,21,35,25,0
30,25,9,3,11,0
2,32,32,16,0,0
6,20,37,25,13,0
8,45,5,18,12,1
26,53,37,34,11,0
22,49,23,49,0,0
26,53,17,16,16,0
16,10,38,38,11,0
30,37,12,41,30,0
0,51,20,50,29,0
28,21,38,54,28,0
21,19,11,59,5,0
21,17,21,37,11,0
17,12,6,20,4,1
12,14,6,2,7,1
4,46,28,51,9,0
12,51,30,18,19,0
8,42,23,27,5,1
20,22,2,19,6,1
14,33,19,55,30,0
10,6,39,1,19,0
6,14,37,39,20,0
10,49,5,26,1,0
5,19,32,39,27,0
29,10,3,10,1,0
6,16,14,0,0,1
2,13,20,17,13,1
30,13,23,57,0,0
14,6,39,54,24,0
7,23,34,44,4,0
14,19,6,9,3,1
3,51,14,37,25,0
9,45,2,32,3,1
24,20,19,16,20,0
3,16,16,54,3,0
11,3,1,17,30,0
11,34,7,29,4,1
24,6,20,33,14,0
17,54,18,56,8,0
2,40,19,52,5,0
22,45,32,52,4,0
10,51,11,37,14,0
24,2,31,48,19,0
4,41,12,60,14,0
3,36,25,34,5,1
23,35,37,45,15,0
17,7,26,15,29,0
0,36,29,13,30,0
5,51,7,35,20,0
10,11,12,27,2,1
28,3,36,60,14,0
19,15,10,35,0,1
21,10,18,56,21,0
1,54,10,34,25,0
2,10,10,54,25,0
28,1,3,38,24,0
26,27,35,7,4,0
6,24,2,41,11,1
9,52,12,33,21,0
7,35,33,23,26,0
4,2,33,55,10,0
6,53,15,4,2,0
18,35,7,6,17,1
7,10,19,24,2,1
2,42,26,60,17,0
4,55,32,47,1,0
27,0,18,33,23,0
16,3,7,14,26,0
0,33,17,2,0,1
24,17,24,39,21,0
2,8,27,5,11,1
17,12,40,30,9,0
11,26,4,46,14,1
28,1,1,21,13,0
1,31,22,38,22,0
29,42,39,37,8,0
17,53,33,23,10,0
15,24,25,2,15,1
5,24,21,45,22,0
25,5,13,16,1,0
2,50,21,24,23,0
1,23,0,15,9,1
0,0,3,28,0,1
13,9,0,59,6,0
14,15,31,44,15,0
19,23,27,45,14,1
19,35,20,40,10,1
30,27,2,32,27,0
16,52,28,7,3,0
10,49,12,6,22,0
26,12,9,8,24,0
11,51,19,60,14,0
6,54,12,41,20,0
27,51,10,39,13,0
29,51,3,37,30,0
18,14,4,18,14,1
1,26,10,11,22,0
9,40,14,4,27,0
3,7,5,53,0,0
29,19,14,21,22,0
14,40,10,42,29,0
10,5,33,0,18,0
18,47,7,26,19,0
4,28,40,30,7,0
22,43,8,42,26,0
4,4,29,28,16,1
22,49,21,31,24,0
24,35,16,13,6,0
30,30,0,16,1,0
22,9,12,18,3,0
2,51,8,48,21,0
30,42,33,19,14,0
19,11,36,5,3,0
23,23,33,33,14,0
25,5,20,11,8,0
23,19,25,3,17,0
6,47,10,56,18,0
26,11,39,59,19,0
12,45,19,25,24,0
20,19,11,51,5,0
11,38,24,40,7,1
23,6,16,59,12,0
2,12,6,40,15,1
8,41,13,33,25,0
3,14,35,60,18,0
10,52,18,17,12,0
6,29,13,27,26,0
17,50,30,8,22,0
28,29,20,57,20,0
14,9,8,21,25,0
27,11,5,29,12,0
19,10,30,50,5,1
21,11,30,59,11,0
13,29,11,41,24,0
17,6,36,19,11,0
22,2,6,54,6,0
30,45,38,13,10,0
9,49,20,19,26,0
16,46,18,43,26,0
14,22,22,47,17,1
28,43,20,58,15,0
10,21,36,18,13,0
8,28,15,31,14,1
20,42,39,1,16,0
12,32,6,32,20,1
27,21,8,18,26,0
18,21,32,37,17,0
13,17,27,15,23,0
12,42,17,2,29,0
23,10,3,22,17,0
2,50,6,37,8,0
6,51,35,6,8,0
6,8,33,16,6,0
15,12,24,40,19,1
11,20,12,59,21,0
10,55,23,33,6,0
21,37,34,1,6,0
22,26,38,38,0,0
28,49,38,39,16,0
30,26,35,31,20,0
9,49,8,13,1,0
0,2,6,0,1,1
28,30,22,10,15,0
16,37,1,27,18,1
21,44,40,46,19,0
14,29,6,17,2,1
7,24,27,14,0,1
8,25,13,2,4,1
4,15,8,57,25,0
4,7,2,8,18,1
10,17,26,55,29,0
2,51,13,50,21,0
2,14,15,40,3,1
25,25,23,8,5,0
16,48,34,18,14,0
21,5,4,49,12,0
19,46,30,60,10,0
6,52,13,54,1,0
1,47,31,8,0,0
10,37,10,46,8,1
23,44,34,40,26,0
30,18,1,45,9,0
18,30,20,6,2,1
22,49,21,48,6,0
24,36,38,21,29,0
6,21,7,32,7,1
0,22,1,30,8,1
24,45,26,12,2,0
12,39,21,41,11,1
27,47,30,40,8,0
27,40,38,6,4,0
27,39,15,21,18,0
0,31,15,46,5,1
13,55,29,24,8,0
11,27,14,3,4,1
1,27,27,36,3,1
23,17,33,1,9,0
18,49,31,28,1,0
15,2,36,60,26,0
19,41,17,53,23,0
12,32,32,2,24,0
28,40,11,43,3,0
27,54,5,30,7,0
28,30,33,42,28,0
7,47,22,25,7,0
12,35,24,28,8,1
18,19,0,45,8,1
9,13,22,8,22,0
19,17,3,36,28,0
28,23,6,55,6,0
4,13,31,3,7,0
9,51,15,38,0,0
28,52,5,55,14,0
8,20,28,35,7,1
17,24,30,24,11,1
0,55,16,31,5,0
22,41,28,47,0,0
0,28,27,49,18,1
22,52,22,29,4,0
9,38,32,25,3,0
13,44,22,24,16,1
27,26,36,45,28,0
8,25,19,11,16,1
17,44,2,50,14,1
10,24,29,34,23,0
27,42,34,35,28,0
8,35,23,19,1,1
10,8,28,59,15,0
10,15,37,7,24,0
24,3,20,9,22,0
28,33,6,51,30,0
29,5,18,60,11,0
30,35,40,59,28,0
4,10,3,5,21,0
23,23,10,18,12,0
2,1,1,14,16,1
7,44,5,38,1,1
17,52,6,52,25,0
25,3,0,59,22,0
13,22,14,30,19,1
25,2,37,16,30,0
30,16,39,51,2,0
28,20,6,60,12,0
22,8,2,27,26,0
6,17,37,32,22,0
22,18,34,15,5,0
19,29,1,29,23,0
22,38,12,4,1,0
7,5,18,33,1,1
19,14,35,30,28,0
28,38,35,33,27,0
6,25,34,17,17,0
30,38,17,36,12,0
3,21,0,16,6,1
18,34,14,54,11,0
5,52,13,26,18,0
17,34,24,23,25,0
21,24,37,58,6,0
14,19,32,22,5,0
15,28,9,49,24,0
25,10,31,5,29,0
10,34,24,8,16,1
13,41,26,18,4,1
8,26,24,60,17,0
29,49,0,33,8,0
7,1,24,22,23,0
18,42,33,54,12,0
9,15,3,55,28,0
26,6,24,37,4,0
15,43,38,43,7,0
18,41,8,46,22,0
15,36,6,31,12,1
7,0,30,5,5,1
17,13,35,11,11,0
0,25,20,56,26,0
17,43,22,31,0,1
6,48,15,29,10,0
19,49,21,35,24,0
20,17,15,6,15,1
19,0,7,35,15,1
6,19,28,23,24,0
28,19,25,50,19,0
2,44,17,52,5,0
15,49,26,39,29,0
15,13,26,8,9,1
23,25,15,36,24,0
22,5,17,39,23,0
15,42,34,56,23,0
3,40,38,9,23,0
0,9,3,14,3,1
0,43,19,26,12,1
6,22,18,50,15,1
24,32,1,7,16,0
1,31,27,5,7,1
14,30,8,11,18,1
16,50,6,39,17,0
0,31,15,35,30,0
14,7,13,44,2,1
20,33,5,59,25,0
7,30,10,21,18,1
20,33,8,10,3,1
23,55,6,51,13,0
29,54,5,53,9,0
26,30,17,5,6,0
25,46,18,22,16,0
22,21,39,45,5,0
21,3,30,44,2,0
19,14,9,19,16,1
24,23,29,60,30,0
8,55,7,19,15,0
5,37,10,24,28,0
13,46,38,47,19,0
10,0,1,47,21,0
23,53,30,18,18,0
24,32,31,56,17,0
9,47,29,17,22,0
19,18,0,48,21,0
10,10,30,6,8,1
25,42,18,3,28,0
13,27,18,24,14,1
11,8,28,22,8,1
17,53,34,18,29,0
10,39,4,45,4,1
10,40,27,21,14,1
2,23,25,2,28,0
0,34,20,45,17,1
28,2,13,53,15,0
20,25,10,26,17,1
22,28,25,0,6,0
26,10,38,12,5,0
1,21,25,22,18,1
30,10,36,20,11,0
15,26,25,50,23,0
5,23,38,41,6,0
18,39,38,44,1,0
3,51,22,39,7,0
30,16,12,20,1,0
14,47,18,34,4,0
4,31,19,15,10,1
23,33,39,2,9,0
30,39,6,60,16,0
9,5,15,8,10,1
10,19,19,48,0,1
30,25,22,40,0,0
21,10,38,5,12,0
26,23,11,7,3,0
3,34,26,43,5,1
8,39,13,2,18,1
8,10,30,39,8,1
0,20,35,36,28,0
0,38,39,13,4,0
3,16,30,35,9,1
3,10,26,15,12,1
0,50,19,58,30,0
25,45,12,36,3,0
22,44,31,36,13,0
2,44,6,35,9,1
26,35,34,48,26,0
17,15,24,54,17,0
13,43,34,44,8,0
5,16,19,6,10,1
13,50,19,39,25,0
2,1,31,33,1,0
30,16,15,52,1,0
30,16,32,20,29,0
22,48,33,56,22,0
18,1,20,18,20,1
19,27,29,54,16,0
19,24,17,20,19,1
9,30,15,26,15,1
14,0,18,45,16,1
13,10,6,27,1,1
27,4,21,35,2,0
13,26,24,34,10,1
10,1,37,20,10,0
24,26,35,0,9,0
10,55,6,34,26,0
26,50,24,40,24,0
5,33,25,1,4,1
5,18,16,24,17,1
10,52,11,15,21,0
16,31,3,25,8,1
23,22,2,38,12,0
7,49,20,49,27,0
17,35,24,52,17,0
4,19,5,17,7,1
3,30,14,44,2,1
13,1,6,8,30,0
17,38,21,13,27,0
23,46,38,45,8,0
28,27,36,0,10,0
4,11,36,10,19,0
19,21,36,23,3,0
21,0,21,4,16,0
8,3,21,29,15,1
6,22,4,56,30,0
7,4,36,12,10,0
14,50,37,57,5,0
3,44,20,0,1,1
22,27,7,26,16,0
24,49,11,2,22,0
19,40,38,52,9,0
6,11,17,8,4,1
1,49,29,40,4,0
29,18,18,15,17,0
15,40,6,31,7,1
26,0,26,46,15,0
11,17,25,44,1,1
20,38,31,8,13,0
14,1,6,55,20,0
22,49,19,33,14,0
7,15,2,40,22,0
4,44,20,42,8,1
30,8,30,33,15,0
7,44,33,8,14,0
18,20,3,23,16,1
16,17,11,25,9,1
10,46,12,15,11,0
0,7,33,33,22,0
26,19,5,31,16,0
15,19,0,15,4,1
12,24,38,8,8,0
11,3,12,43,12,1
6,3,27,11,9,1
7,36,37,6,1,0
26,39,22,6,21,0
12,9,30,6,7,1
28,33,32,56,26,0
19,41,13,6,10,1
1,40,14,25,6,1
21,4,2,26,25,0
25,7,30,52,20,0
10,17,32,32,23,0
6,16,0,30,10,1
8,9,40,22,30,0
9,15,13,45,24,0
13,31,34,31,28,0
5,7,36,49,20,0
16,11,8,15,20,1
1,19,19,27,16,1
0,4,5,46,20,1
5,3,31,57,10,0
21,21,17,35,11,0
13,48,10,26,6,0
9,7,12,27,9,1
9,34,37,53,30,0
14,46,3,13,13,0
29,4,29,46,2,0
7,28,8,47,30,0
20,33,19,36,0,1
11,25,8,30,11,1
26,36,14,17,30,0
6,19,24,23,21,0
12,7,39,36,25,0
1,40,17,9,22,0
26,4,3,0,27,0
30,17,13,20,22,0
19,3,11,34,24,0
17,40,6,43,10,1
8,41,40,28,13,0
27,11,40,43,9,0
8,44,29,18,13,1
23,16,4,5,26,0
25,27,25,27,4,0
18,25,11,41,10,1
19,3,5,17,21,0
21,28,2,36,5,0
11,49,21,41,0,0
27,48,16,14,1,0
21,35,20,5,28,0
2,29,33,3,30,0
29,21,23,5,21,0
24,53,39,36,11,0
1,16,30,36,30,0
25,37,1,60,7,0
1,46,7,52,8,0
30,11,9,3,23,0
24,5,15,35,26,0
17,35,21,0,11,1
10,26,35,48,19,0
9,28,2,16,4,1
17,1,3,11,18,1
8,52,30,1,24,0
2,20,23,20,6,1
14,31,5,54,4,0
26,1,34,19,14,0
22,46,11,31,12,0
12,2,17,48,21,0
20,6,39,29,20,0
22,21,0,14,17,0
3,25,18,14,16,1
18,37,8,42,20,1
22,1,11,57,5,0
24,11,39,3,23,0
14,40,35,55,9,0
15,13,16,36,7,1
21,42,11,5,11,0
30,22,24,28,18,0
19,53,7,19,0,0
0,36,0,18,7,1
23,15,14,8,19,0
13,22,0,52,26,0
17,29,28,43,6,1
18,53,25,37,25,0
28,39,8,32,2,0
5,26,14,33,18,1
18,17,17,35,2,1
15,25,40,17,30,0
11,32,28,45,4,1
18,37,10,20,12,1
24,14,32,25,19,0
24,2,21,24,3,0
28,8,24,50,12,0
14,48,36,58,14,0
2,54,29,30,2,0
29,26,5,37,10,0
26,15,39,31,27,0
1,35,31,36,24,0
24,0,29,49,28,0
23,20,3,52,10,0
0,24,21,46,29,0
5,6,26,37,30,0
28,55,32,46,24,0
13,28,29,34,24,0
12,24,28,34,2,1
26,35,5,37,24,0
27,48,6,10,14,0
16,23,24,4,13,1
12,10,18,34,15,1
30,14,5,11,28,0
7,25,12,45,1,1
29,13,26,59,30,0
13,20,36,38,12,0
18,48,29,14,11,0
12,13,11,19,10,1
20,36,36,35,26,0
9,32,2,51,2,0
30,39,23,58,24,0
21,28,10,53,23,0
0,25,0,29,0,1
9,34,3,43,12,1
23,17,7,16,6,0
19,39,20,23,18,1
1,44,21,31,17,1
23,10,19,57,0,0
16,4,32,23,21,0
11,42,39,27,16,0
27,39,13,41,10,0
28,7,4,9,14,0
10,4,22,27,20,1
30,46,15,60,19,0
25,49,11,55,11,0
21,13,25,1,21,0
15,30,18,11,4,1
3,50,15,0,9,0
30,54,18,31,12,0
10,13,31,29,16,0
16,45,8,15,9,1
10,52,38,9,13,0
22,47,13,18,0,0
3,31,1,14,0,1
18,32,21,32,27,0
5,33,6,0,4,1
25,42,36,30,7,0
20,51,30,60,10,0
28,38,13,32,19,0
18,48,24,18,1,0
24,3,3,22,10,0
8,17,7,24,23,0
12,31,33,52,11,0
6,14,28,46,9,1
7,4,28,33,15,1
19,9,24,19,17,1
6,41,28,8,28,0
7,10,31,9,25,0
8,40,27,38,17,1
5,28,26,55,25,0
9,44,31,40,27,0
17,18,18,7,9,1
26,30,23,10,0,0
21,44,40,6,11,0
24,36,2,0,24,0
29,1,25,45,28,0
24,51,40,14,26,0
12,22,9,33,14,1
13,4,15,30,3,1
18,44,39,23,18,0
22,16,4,6,19,0
2,41,36,49,12,0
1,9,35,7,23,0
7,5,15,9,15,1
14,18,3,13,28,0
18,19,29,47,17,1
27,18,6,57,28,0
25,10,1,44,20,0
21,8,13,1,4,0
12,31,33,18,13,0
25,46,4,27,30,0
28,11,24,32,6,0
10,19,9,30,17,1
10,55,5,60,23,0
10,52,31,13,9,0
2,15,11,46,22,0
24,17,26,20,7,0
16,18,35,25,4,0
15,13,22,54,28,0
13,4,3,14,10,1
17,54,18,54,8,0
21,27,3,54,0,0
7,9,30,21,5,1
5,47,33,21,2,0
15,31,6,34,11,1
25,30,16,39,26,0
8,2,18,34,9,1
29,9,3,3,8,0
15,3,26,36,6,1
22,38,3,49,23,0
19,5,4,30,28,0
5,33,36,45,17,0
23,48,21,33,16,0
25,23,23,8,30,0
29,15,10,22,7,0
14,37,3,55,6,0
15,47,5,11,4,0
2,24,22,32,18,1
16,29,4,25,19,1
20,35,12,16,20,1
24,49,7,42,17,0
8,33,7,20,13,1
6,31,38,56,3,0
18,12,10,12,8,1
4,34,10,30,19,1
29,38,35,4,22,0
0,52,24,36,9,0
30,24,39,45,19,0
19,14,7,24,18,1
8,44,6,37,15,1
1,13,17,26,18,1
26,36,8,56,23,0
21,33,39,1,21,0
20,16,16,14,16,1
28,31,7,11,28,0
10,11,32,20,3,0
25,24,6,52,0,0
21,30,34,34,21,0
10,39,13,48,5,1
2,28,23,12,6,1
12,50,15,60,25,0
10,32,20,36,2,1
13,4,23,43,28,0
18,25,8,45,2,1
26,14,3,15,2,0
6,30,25,37,20,1
4,33,2,42,14,1
22,16,2,35,26,0
6,10,0,19,6,1
10,15,21,4,22,0
27,43,33,1,5,0
5,19,15,50,12,1
1,1,10,43,14,1
22,4,13,59,2,0
16,48,26,39,2,0
8,54,33,6,20,0
28,48,4,34,14,0
22,38,7,56,16,0
5,14,17,23,22,0
5,6,18,51,14,0
20,45,20,39,21,0
1,27,33,21,26,0
26,51,14,31,28,0
13,2,9,19,7,1
29,48,25,21,3,0
14,18,11,16,12,1
28,38,26,27,10,0
17,47,9,25,28,0
12,21,26,11,12,1
27,14,11,22,1,0
4,39,34,12,6,0
27,5,1,58,27,0
5,34,34,0,8,0
19,52,9,60,11,0
10,42,35,44,22,0
8,35,5,20,15,1
22,5,40,52,6,0
17,43,8,13,10,1
19,55,24,25,10,0
24,32,15,6,23,0
1,2,10,27,12,1
29,4,24,38,19,0
13,38,7,37,18,1
14,19,14,56,22,0
28,33,2,18,2,0
25,53,24,45,29,0
25,17,24,15,2,0
24,11,40,5,7,0
29,38,6,20,29,0
1,40,10,47,30,0
21,2,15,37,11,0
17,22,27,33,27,0
2,0,36,40,14,0
15,37,16,2,2,1
5,43,28,6,3,1
17,20,25,9,15,1
27,23,20,1,0,0
9,3,31,28,8,0
8,28,16,17,5,1
4,25,6,6,30,0
18,30,29,50,26,0
11,20,10,14,7,1
5,44,35,3,22,0
22,2,12,7,6,0
13,45,33,27,5,0
24,24,23,1,28,0
9,21,10,38,12,1
25,28,40,47,10,0
19,52,8,19,9,0
30,28,40,16,3,0
15,44,10,6,5,1
24,40,24,20,1,0
12,24,10,13,11,1
17,33,0,17,14,1
9,6,23,48,29,0
14,33,34,55,7,0
8,34,27,18,23,0
27,43,5,60,27,0
4,42,5,21,15,1
9,47,38,43,21,0
24,5,14,53,22,0
16,45,33,29,27,0
11,18,36,19,15,0
18,55,40,3,27,0
9,9,21,24,27,0
29,55,23,40,0,0
12,3,39,4,27,0
22,32,30,28,9,0
4,2,29,16,5,1
15,25,11,60,29,0
6,10,27,21,15,1
12,53,25,42,7,0
9,15,18,43,18,1
18,45,6,45,3,1
3,44,8,17,13,1
22,27,21,17,3,0
1,33,26,27,1,1
12,0,32,47,24,0
28,36,5,16,6,0
20,54,20,47,9,0
30,18,18,55,12,0
1,39,33,0,20,0
12,4,13,19,0,1
14,41,22,3,26,0
16,42,2,19,21,0
24,55,16,2,25,0
27,23,29,0,5,0
1,31,34,31,24,0
4,13,12,16,16,1
17,30,25,16,5,1
30,5,18,45,19,0
0,18,25,55,17,0
7,18,27,19,16,1
11,30,7,5,3,1
15,16,32,35,30,0
26,50,10,30,10,0
14,12,2,4,22,0
17,34,3,42,27,0
4,3,3,39,3,1
10,48,25,1,11,0
28,4,8,12,6,0
16,29,39,57,19,0
23,12,36,1,18,0
16,46,21,28,29,0
22,53,11,28,20,0
28,38,36,9,5,0
6,27,28,39,27,0
30,18,12,36,18,0
30,2,36,6,12,0
23,49,32,17,26,0
27,31,11,58,26,0
5,53,37,22,5,0
30,47,1,33,10,0
13,12,15,58,30,0
0,39,39,5,14,0
15,35,39,52,30,0
27,52,30,17,8,0
21,3,31,3,22,0
1,53,1,39,13,0
25,35,25,0,16,0
29,48,14,30,1,0
23,20,16,10,8,0
20,48,13,2,5,0
5,18,38,14,7,0
0,5,10,2,27,0
19,33,10,41,26,0
1,3,21,25,29,0
27,2,4,51,21,0
26,21,8,16,0,0
15,43,30,53,4,0
8,26,2,38,15,1
10,1,38,45,15,0
24,21,5,16,24,0
24,6,25,35,18,0
25,52,22,32,0,0
9,50,24,57,23,0
2,45,29,53,20,0
29,54,11,51,11,0
22,34,36,27,5,0
23,22,29,51,21,0
14,47,19,36,24,0
3,36,28,41,24,0
24,18,24,2,1,0
25,4,12,11,15,0
9,16,34,14,22,0
9,32,40,10,3,0
23,4,17,41,6,0
15,14,4,15,3,1
2,19,0,50,24,0
11,6,31,13,6,0
8,41,2,0,13,1
10,33,29,17,23,0
5,31,16,39,13,1
23,17,5,14,12,0
16,16,10,7,17,1
26,21,29,29,18,0
7,44,3,27,14,1
14,38,9,23,12,1
12,12,9,36,0,1
19,5,1,37,4,1
17,36,21,16,17,1
8,12,40,58,4,0
13,37,2,21,21,0
23,17,0,48,2,0
11,6,23,16,8,1
17,52,9,27,4,0
29,20,24,30,11,0
3,49,28,15,25,0
2,32,31,51,19,0
7,35,16,55,3,0
16,15,18,42,12,1
24,52,25,37,2,0
27,29,19,51,24,0
28,3,37,20,17,0
6,21,27,46,8,1
2,46,1,29,11,0
22,31,38,32,17,0
20,29,4,3,4,1
7,24,35,36,9,0
14,20,28,40,28,0
0,37,20,58,25,0
27,27,32,35,2,0
2,22,33,12,26,0
12,27,15,29,1,1
5,33,5,3,4,1
5,13,4,43,20,1
9,27,34,56,9,0
15,2,0,56,22,0
16,29,3,10,23,0
27,2,16,44,20,0
19,0,15,19,17,1
27,44,32,40,15,0
23,24,14,14,26,0
14,50,27,10,7,0
20,15,13,18,8,1
6,9,9,23,26,0
23,18,16,24,5,0
22,52,29,37,24,0
12,5,13,33,21,0
18,9,34,0,26,0
5,40,37,7,26,0
30,50,40,38,24,0
5,6,9,24,1,1
28,1,39,38,24,0
5,52,1,47,10,0
0,23,16,49,8,1
1,25,28,18,4,1
4,31,21,52,18,0
15,26,2,26,6,1
26,10,39,6,4,0
13,13,34,43,22,0
8,53,0,33,21,0
16,2,39,14,27,0
3,40,19,28,26,0
14,15,19,10,11,1
6,30,22,54,28,0
8,7,17,31,11,1
7,50,22,56,2,0
15,46,23,49,13,0
23,6,19,36,22,0
8,6,23,6,1,1
12,11,18,45,1,1
12,31,33,24,17,0
26,33,29,51,18,0
17,38,12,52,30,0
4,23,6,38,7,1
21,52,2,39,17,0
5,3,14,9,22,0
20,17,19,27,19,1
14,31,30,7,4,1
8,39,30,42,14,1
30,21,22,27,8,0
29,30,2,11,30,0
2,16,1,17,6,1
6,32,9,47,1,1
8,30,6,23,23,0
14,45,10,13,1,1
22,11,31,51,29,0
21,3,22,14,5,0
29,23,18,14,18,0
15,21,33,3,26,0
22,39,2,10,3,0
24,52,25,37,10,0
17,0,36,20,3,0
15,27,9,22,5,1
15,40,16,55,2,0
1,25,8,11,24,0
28,55,27,24,17,0
21,32,34,7,6,0
13,43,37,14,5,0
30,11,22,19,8,0
16,2,6,55,8,0
27,22,1,54,10,0
24,14,2,29,3,0
29,40,33,47,11,0
8,14,28,4,30,0
25,27,40,60,7,0
13,2,33,56,15,0
23,14,9,32,22,0
4,54,4,14,2,0
11,51,36,60,18,0
13,25,0,48,4,1
12,11,9,24,8,1
17,16,16,40,12,1
5,42,37,16,13,0
9,45,6,34,23,0
28,31,18,3,0,0
8,20,36,10,13,0
21,47,2,49,26,0
7,38,21,21,14,1
18,0,36,11,28,0
26,35,0,44,8,0
25,6,21,3,4,0
20,7,17,56,0,0
28,48,0,10,4,0
27,28,16,11,12,0
18,20,28,33,23,0
8,9,4,5,10,1
12,35,30,14,30,0
27,11,26,9,11,0
3,41,37,7,22,0
11,19,4,58,1,0
13,45,34,41,11,0
22,34,28,17,20,0
20,49,7,14,14,0
0,18,24,14,15,1
3,18,1,3,29,0
15,38,38,46,13,0
9,21,1,51,13,0
17,17,31,1,4,0
0,26,23,47,17,1
14,29,7,34,13,1
26,12,4,52,11,0
5,32,17,2,18,1
12,36,38,30,13,0
12,36,2,31,21,0
17,18,34,2,14,0
6,2,20,40,2,1
17,1,24,4,9,1
19,46,30,53,29,0
27,45,6,17,30,0
18,5,8,31,10,1
11,55,16,1,5,0
17,40,11,57,7,0
7,0,14,35,17,1
11,4,19,12,2,1
8,23,12,59,10,0
23,6,33,4,7,0
24,42,30,48,29,0
23,11,15,10,12,0
10,38,11,39,12,1
16,22,4,6,16,1
30,24,20,60,24,0
7,22,13,31,4,1
24,42,37,37,15,0
1,2,40,50,5,0
3,2,12,41,15,1
16,21,25,21,0,1
14,12,23,31,17,1
13,33,18,14,25,0
2,8,7,26,23,0
6,13,19,51,28,0
9,14,34,44,12,0
28,39,37,33,24,0
5,52,2,15,7,0
1,49,12,50,9,0
7,41,2,29,19,1
20,44,36,5,12,0
22,28,38,33,18,0
8,46,18,58,3,0
24,29,17,37,23,0
9,40,20,15,4,1
7,5,16,8,24,0
22,53,22,23,3,0
24,52,19,45,5,0
18,19,0,24,27,0
18,6,32,2,0,0
15,49,4,12,28,0
25,43,10,5,19,0
24,10,25,31,18,0
10,37,5,9,15,1
18,53,31,17,13,0
9,43,0,33,25,0
4,4,12,7,13,1
19,21,17,38,13,1
20,2,0,20,4,1
16,13,26,45,26,0
3,49,7,17,16,0
6,32,9,45,21,0
17,14,30,7,24,0
5,18,16,13,13,1
9,0,5,33,0,1
5,4,7,17,11,1
15,15,34,32,19,0
29,35,13,5,12,0
9,44,3,33,11,1
28,12,22,5,8,0
20,4,31,56,27,0
8,1,13,30,30,0
10,38,18,23,20,1
9,20,29,7,10,1
9,8,7,36,13,1
19,42,37,60,13,0
1,25,30,29,20,1
5,44,39,8,21,0
25,30,6,2,5,0
7,53,9,42,3,0
3,20,16,13,13,1
6,26,26,56,10,0
9,33,3,50,19,1
8,49,28,46,2,0
25,21,21,23,7,0
17,10,21,46,7,1
8,18,17,23,20,1
19,2,5,13,12,1
12,10,35,60,29,0
28,21,37,55,16,0
3,43,6,15,26,0
3,22,1,32,23,0
6,55,0,60,30,0
5,26,12,29,17,1
4,51,24,23,23,0
0,23,29,43,22,0
7,27,31,44,23,0
30,2,14,17,6,0
20,34,13,24,3,1
26,27,37,8,2,0
8,53,31,20,29,0
13,13,34,25,14,0
27,19,7,53,30,0
26,17,4,21,7,0
4,52,20,30,10,0
16,53,26,25,1,0
4,16,22,36,4,1
16,25,35,36,4,0
29,3,35,3,18,0
21,40,20,23,10,0
18,42,5,58,2,0
18,54,36,37,7,0
14,43,32,4,1,0
20,3,12,51,8,0
12,46,35,49,21,0
18,30,26,37,6,1
17,52,13,24,29,0
10,45,27,52,14,0
7,15,27,18,2,1
17,54,11,59,13,0
5,46,20,56,12,0
12,46,18,49,0,0
17,49,36,23,16,0
13,31,3,20,17,1
1,15,16,8,27,0
3,24,12,37,24,0
22,34,39,42,1,0
25,18,27,41,9,0
16,51,28,49,3,0
21,25,6,10,0,0
8,44,9,34,13,1
29,38,14,48,17,0
27,46,37,54,9,0
5,40,2,3,29,0
14,28,37,16,13,0
4,55,13,50,11,0
0,22,28,29,0,1
30,13,37,45,15,0
5,24,27,51,24,0
12,20,22,34,11,1
10,24,36,45,12,0
21,22,11,7,29,0
27,10,5,46,15,0
20,49,27,56,14,0
14,54,0,18,19,0
16,27,7,30,21,0
5,36,15,4,15,1
24,30,0,48,20,0
17,28,28,52,27,0
18,36,18,8,16,1
21,42,38,0,21,0
20,43,17,20,25,0
26,9,17,0,24,0
1,46,38,33,6,0
17,53,34,2,18,0
7,24,5,41,6,1
15,46,36,51,2,0
21,16,20,44,7,0
20,24,23,48,27,0
30,24,27,21,19,0
10,41,5,42,24,0
2,23,1,55,2,0
7,2,4,40,16,1
25,4,21,51,1,0
15,30,19,3,6,1
14,3,33,58,15,0
